github_uri	repo_name	create_dockerfile_exit_code
git://github.com/NCBI-Hackathons/HLAClustRView.git	HLAClustRView	0
git://github.com/NCBI-Hackathons/DiseaseCluster.git	DiseaseCluster	0
git://github.com/NCBI-Hackathons/Determination-of-all-control-datasets-in-large-public-repositories.git	Determination-of-all-control-datasets-in-large-public-repositories	0
git://github.com/NCBI-Hackathons/manubot_test.git	manubot_test	0
git://github.com/NCBI-Hackathons/TCRecePy.git	TCRecePy	0
git://github.com/NCBI-Hackathons/TurboReceptors.git	TurboReceptors	0
git://github.com/NCBI-Hackathons/deVoReaNN.git	deVoReaNN	0
git://github.com/NCBI-Hackathons/PocketProtectors.git	PocketProtectors	0
git://github.com/NCBI-Hackathons/NeuroFindeR.git	NeuroFindeR	0
git://github.com/NCBI-Hackathons/EcMOdel.git	EcMOdel	0
git://github.com/NCBI-Hackathons/HistoloMaps.git	HistoloMaps	0
git://github.com/NCBI-Hackathons/AreYouMeta.git	AreYouMeta	0
git://github.com/NCBI-Hackathons/HeartDicer.git	HeartDicer	0
git://github.com/NCBI-Hackathons/DiabetesDataViewer.git	DiabetesDataViewer	0
git://github.com/NCBI-Hackathons/TriFECTA.git	TriFECTA	0
git://github.com/NCBI-Hackathons/LiverLipidCoders.git	LiverLipidCoders	0
git://github.com/NCBI-Hackathons/Awesome_enhancer_promoter_dbs.git	Awesome_enhancer_promoter_dbs	0
git://github.com/NCBI-Hackathons/AssesSV.git	AssesSV	0
git://github.com/NCBI-Hackathons/Kipoi-GWAS.git	Kipoi-GWAS	0
git://github.com/NCBI-Hackathons/NCBI_PowerTools_Docker.git	NCBI_PowerTools_Docker	0
git://github.com/NCBI-Hackathons/FAIR_apps.git	FAIR_apps	0
git://github.com/NCBI-Hackathons/VirtualHeart.git	VirtualHeart	0
git://github.com/NCBI-Hackathons/FAIRy-COMPASS.git	FAIRy-COMPASS	0
git://github.com/NCBI-Hackathons/Clustering-autism-phenotypes-by-automated-text-analysis.git	Clustering-autism-phenotypes-by-automated-text-analysis	0
git://github.com/NCBI-Hackathons/Immune-Cell-Composition-estimation-in-the-Pediatric-Brain-Tumor-Atlas.git	Immune-Cell-Composition-estimation-in-the-Pediatric-Brain-Tumor-Atlas	0
git://github.com/NCBI-Hackathons/CytoMap.git	CytoMap	0
git://github.com/NCBI-Hackathons/Metabolomics-Data-Portal.git	Metabolomics-Data-Portal	0
git://github.com/NCBI-Hackathons/Curated_Metagenomics.git	Curated_Metagenomics	0
git://github.com/NCBI-Hackathons/EmbeddeDocker.git	EmbeddeDocker	0
git://github.com/NCBI-Hackathons/ConsensusML.git	ConsensusML	0
git://github.com/NCBI-Hackathons/MutPredMerge.git	MutPredMerge	0
git://github.com/NCBI-Hackathons/HaploCravat.git	HaploCravat	0
git://github.com/NCBI-Hackathons/Building-an-automatically-updating-interactive-web-visualizations-for-QC-metrics-of-ABCD-datasets.git	Building-an-automatically-updating-interactive-web-visualizations-for-QC-metrics-of-ABCD-datasets	0
git://github.com/NCBI-Hackathons/Phenogeno_Viz.git	Phenogeno_Viz	0
git://github.com/NCBI-Hackathons/Rapid_Clinical_Diagnostics.git	Rapid_Clinical_Diagnostics	0
git://github.com/NCBI-Hackathons/pheno_geno_ataxia.git	pheno_geno_ataxia	0
git://github.com/NCBI-Hackathons/UPWARD.git	UPWARD	0
git://github.com/NCBI-Hackathons/MassiveSeq.git	MassiveSeq	0
git://github.com/NCBI-Hackathons/RNA-Seq-in-the-Cloud.git	RNA-Seq-in-the-Cloud	0
git://github.com/NCBI-Hackathons/TheHumanPangenome.git	TheHumanPangenome	0
git://github.com/NCBI-Hackathons/Computational_Virology_Workshop.git	Computational_Virology_Workshop	0
git://github.com/NCBI-Hackathons/BioAssay-Express-Applying-FAIR-Principles-to-Bioassay-Protocols.git	BioAssay-Express-Applying-FAIR-Principles-to-Bioassay-Protocols	0
git://github.com/NCBI-Hackathons/BLAST-Pipelines-and-FAIR.git	BLAST-Pipelines-and-FAIR	0
git://github.com/NCBI-Hackathons/The-Broad-Institute-Single-Cell-RNA-Seq-Data-Set.git	The-Broad-Institute-Single-Cell-RNA-Seq-Data-Set	0
git://github.com/NCBI-Hackathons/Bringing-the-Power-of-Synthetic-Data-Generation-to-the-Masses.git	Bringing-the-Power-of-Synthetic-Data-Generation-to-the-Masses	0
git://github.com/NCBI-Hackathons/DOE-JGI-Genomics-Data-Set.git	DOE-JGI-Genomics-Data-Set	0
git://github.com/NCBI-Hackathons/Generating-a-Fungal-Index-for-the-SRA.git	Generating-a-Fungal-Index-for-the-SRA	0
git://github.com/NCBI-Hackathons/Integrating-Globus-into-Galaxy-to-Enable-FAIRifying-Data.git	Integrating-Globus-into-Galaxy-to-Enable-FAIRifying-Data	0
git://github.com/NCBI-Hackathons/personalgenomics.git	personalgenomics	0
git://github.com/NCBI-Hackathons/Expanding-OpenCRAVAT.git	Expanding-OpenCRAVAT	0
git://github.com/NCBI-Hackathons/Females-Are-Insisting-on-Reproducibility.git	Females-Are-Insisting-on-Reproducibility	0
git://github.com/NCBI-Hackathons/TraIN.git	TraIN	0
git://github.com/NCBI-Hackathons/Design-of-ICD-9-to-10-conversion-function-for-the-R-package-icd.git	Design-of-ICD-9-to-10-conversion-function-for-the-R-package-icd	0
git://github.com/NCBI-Hackathons/Viral-VDAP.git	Viral-VDAP	0
git://github.com/NCBI-Hackathons/Pipeline-for-Design-of-Patient-Specific-Disease-Progression-Phenotypes.git	Pipeline-for-Design-of-Patient-Specific-Disease-Progression-Phenotypes	0
git://github.com/NCBI-Hackathons/PubImproved.git	PubImproved	1
git://github.com/NCBI-Hackathons/WorkshopHackathon.git	WorkshopHackathon	0
git://github.com/NCBI-Hackathons/Hiding-in-plain-sight-unannotated-structural-variants-in-public-genomic-data-sets.git	Hiding-in-plain-sight-unannotated-structural-variants-in-public-genomic-data-sets	0
git://github.com/NCBI-Hackathons/Computational_Medicine_1.git	Computational_Medicine_1	0
git://github.com/NCBI-Hackathons/PhenVar2.git	PhenVar2	0
git://github.com/NCBI-Hackathons/CoExpressionBrowser.git	CoExpressionBrowser	0
git://github.com/NCBI-Hackathons/AD_Haplo_ML.git	AD_Haplo_ML	0
git://github.com/NCBI-Hackathons/cob.git	cob	0
git://github.com/NCBI-Hackathons/ncbi-cloud-tutorials.git	ncbi-cloud-tutorials	0
git://github.com/NCBI-Hackathons/ncbi-hackathonsdev.github.io.git	ncbi-hackathonsdev.github.io	1
git://github.com/NCBI-Hackathons/ncbi-hackathonsclone.git	ncbi-hackathonsclone	0
git://github.com/NCBI-Hackathons/MetaClaMP-ML.git	MetaClaMP-ML	0
git://github.com/NCBI-Hackathons/Nasty_Metagenomes.git	Nasty_Metagenomes	0
git://github.com/NCBI-Hackathons/Virulence_AMR_Data_Index_Resource.git	Virulence_AMR_Data_Index_Resource	0
git://github.com/NCBI-Hackathons/Metatranscriptomics_Pilot.git	Metatranscriptomics_Pilot	0
git://github.com/NCBI-Hackathons/Enterococcus_Mobile_Elements.git	Enterococcus_Mobile_Elements	0
git://github.com/NCBI-Hackathons/Virulence_Factor_Characterization.git	Virulence_Factor_Characterization	0
git://github.com/NCBI-Hackathons/HaploFHIR.git	HaploFHIR	0
